Date,Month,Quarter,Year,Factory,Machine_ID,Shift,Operator_ID,Product_Type,Units_Target,Units_Produced,Good_Units,Defective_Units,Defect_Rate_%,Defect_Type,Downtime_Minutes,Temperature_C,Pressure_Bar,Production_Cost_PKR,Scrap_Cost_PKR,Efficiency_%
2023-08-19,August,Q3,2023,Factory-Lahore,M-104,Night,OP-011,Gear Box,484,447,431,16,3.58,Surface Crack,49,108.6,4.73,776362.2,11115.7,89.0
2023-12-21,December,Q4,2023,Factory-Lahore,M-101,Night,OP-007,Exhaust Pipe,228,234,228,6,2.56,Dimensional Error,77,60.7,2.39,198860.77,2039.6,100.0
2024-06-15,June,Q2,2024,Factory-Islamabad,M-101,Night,OP-009,Brake Disc,287,249,234,15,6.02,Surface Crack,30,67.7,4.41,457233.21,11017.67,81.5
2023-10-18,October,Q4,2023,Factory-Karachi,M-103,Evening,OP-004,Brake Disc,403,365,286,79,21.64,Material Defect,33,105.2,4.59,244735.31,21188.04,71.0
2023-03-22,March,Q1,2023,Factory-Islamabad,M-105,Night,OP-001,Transmission Kit,434,407,395,12,2.95,Surface Crack,65,78.4,4.78,625453.69,7376.36,91.0
2023-09-14,September,Q3,2023,Factory-Karachi,M-103,Evening,OP-020,Brake Disc,442,352,302,50,14.2,Dimensional Error,30,72.4,2.15,611023.28,34717.23,68.3
2023-07-21,July,Q3,2023,Factory-Islamabad,M-105,Evening,OP-007,Fuel Pump,234,226,221,5,2.21,Material Defect,45,72.8,5.11,125887.47,1114.05,94.4
2024-10-12,October,Q4,2024,Factory-Islamabad,M-105,Night,OP-017,Suspension Unit,211,201,197,4,1.99,Assembly Fault,67,61.4,2.24,279549.67,2225.27,93.4
2024-07-18,July,Q3,2024,Factory-Karachi,M-105,Night,OP-012,Transmission Kit,499,386,368,18,4.66,Material Defect,23,67.7,1.55,445392.98,8307.85,73.7
2023-10-09,October,Q4,2023,Factory-Lahore,M-101,Evening,OP-010,Suspension Unit,353,308,299,9,2.92,Dimensional Error,29,109.7,4.1,399734.24,4672.22,84.7
2023-05-09,May,Q2,2023,Factory-Islamabad,M-102,Night,OP-020,Fuel Pump,145,147,142,5,3.4,Material Defect,87,80.1,2.9,262361.84,3569.55,97.9
2024-10-02,October,Q4,2024,Factory-Karachi,M-102,Morning,OP-012,Engine Part B,389,380,361,19,5.0,Material Defect,26,86.5,2.43,575698.69,11513.97,92.8
2023-11-07,November,Q4,2023,Factory-Islamabad,M-102,Night,OP-011,Exhaust Pipe,405,338,322,16,4.73,Material Defect,64,79.2,4.85,379282.38,7181.68,79.5
2024-09-21,September,Q3,2024,Factory-Karachi,M-103,Morning,OP-002,Engine Part B,362,324,294,30,9.26,Material Defect,9,104.3,1.91,483822.68,17919.36,81.2
2024-06-30,June,Q2,2024,Factory-Lahore,M-102,Evening,OP-006,Transmission Kit,279,270,249,21,7.78,Dimensional Error,39,72.3,4.67,210284.44,6542.18,89.2
2023-04-06,April,Q2,2023,Factory-Karachi,M-103,Night,OP-019,Suspension Unit,209,194,175,19,9.79,Surface Crack,70,60.3,1.93,133038.13,5211.8,83.7
2024-05-29,May,Q2,2024,Factory-Karachi,M-103,Night,OP-001,Transmission Kit,482,425,313,112,26.35,Dimensional Error,39,84.8,2.87,694102.44,73166.56,64.9
2024-10-18,October,Q4,2024,Factory-Islamabad,M-104,Night,OP-012,Fuel Pump,422,435,420,15,3.45,Surface Crack,75,107.7,5.04,619674.94,8547.24,99.5
2023-06-22,June,Q2,2023,Factory-Lahore,M-105,Morning,OP-014,Suspension Unit,249,255,243,12,4.71,Surface Crack,26,99.7,4.37,341404.38,6426.44,97.6
2024-08-29,August,Q3,2024,Factory-Lahore,M-103,Evening,OP-009,Suspension Unit,314,276,223,53,19.2,Dimensional Error,29,75.3,3.72,226350.93,17386.38,71.0
2024-08-17,August,Q3,2024,Factory-Islamabad,M-105,Evening,OP-011,Engine Part A,166,149,143,6,4.03,Dimensional Error,31,83.3,3.05,295176.33,4754.52,86.1
2023-06-07,June,Q2,2023,Factory-Islamabad,M-104,Night,OP-015,Exhaust Pipe,326,253,238,15,5.93,Assembly Fault,89,90.1,5.89,230270.07,5460.95,73.0
2023-06-25,June,Q2,2023,Factory-Islamabad,M-103,Morning,OP-011,Transmission Kit,416,338,306,32,9.47,Material Defect,10,104.8,1.76,290550.03,11003.08,73.6
2024-11-05,November,Q4,2024,Factory-Karachi,M-103,Evening,OP-008,Gear Box,252,247,215,32,12.96,Surface Crack,26,91.7,4.18,189005.92,9794.64,85.3
2024-10-01,October,Q4,2024,Factory-Karachi,M-102,Morning,OP-002,Fuel Pump,220,198,191,7,3.54,Material Defect,21,92.8,2.44,356731.08,5044.68,86.8
2024-09-11,September,Q3,2024,Factory-Karachi,M-105,Evening,OP-001,Transmission Kit,253,234,229,5,2.14,Surface Crack,40,84.1,3.49,278304.11,2378.67,90.5
2023-12-12,December,Q4,2023,Factory-Lahore,M-101,Evening,OP-006,Engine Part B,159,158,154,4,2.53,Assembly Fault,25,103.6,5.17,174999.32,1772.15,96.9
2024-07-31,July,Q3,2024,Factory-Islamabad,M-103,Night,OP-017,Transmission Kit,464,476,428,48,10.08,Dimensional Error,25,62.5,5.23,325552.97,13131.55,92.2
2023-02-12,February,Q1,2023,Factory-Lahore,M-102,Morning,OP-018,Fuel Pump,312,300,276,24,8.0,Surface Crack,5,66.0,2.51,291207.9,9318.65,88.5
2023-01-30,January,Q1,2023,Factory-Karachi,M-101,Morning,OP-007,Fuel Pump,365,275,255,20,7.27,Material Defect,5,64.1,5.35,471891.79,13727.76,69.9
2023-03-25,March,Q1,2023,Factory-Karachi,M-101,Night,OP-018,Engine Part B,128,110,103,7,6.36,Surface Crack,31,95.9,4.23,182169.68,4637.05,80.5
2023-02-16,February,Q1,2023,Factory-Lahore,M-102,Evening,OP-012,Fuel Pump,272,213,205,8,3.76,Surface Crack,24,110.0,4.09,276555.4,4154.82,75.4
2024-10-18,October,Q4,2024,Factory-Lahore,M-105,Evening,OP-016,Suspension Unit,103,93,89,4,4.3,Assembly Fault,19,95.8,2.42,69229.6,1191.05,86.4
2024-08-13,August,Q3,2024,Factory-Islamabad,M-101,Evening,OP-014,Engine Part B,142,113,107,6,5.31,Assembly Fault,23,108.8,1.83,89503.9,1900.97,75.4
2023-09-29,September,Q3,2023,Factory-Islamabad,M-102,Morning,OP-009,Engine Part A,121,114,103,11,9.65,Material Defect,11,88.7,4.54,216993.38,8375.18,85.1
2024-10-28,October,Q4,2024,Factory-Karachi,M-104,Evening,OP-005,Fuel Pump,466,412,387,25,6.07,Dimensional Error,34,84.0,1.81,773409.97,18772.09,83.0
2023-08-04,August,Q3,2023,Factory-Islamabad,M-104,Night,OP-002,Gear Box,432,353,342,11,3.12,Material Defect,69,95.5,5.24,675920.44,8425.07,79.2
2024-08-08,August,Q3,2024,Factory-Lahore,M-103,Evening,OP-004,Engine Part B,160,146,132,14,9.59,Dimensional Error,14,92.5,5.55,219122.37,8404.69,82.5
2024-03-02,March,Q1,2024,Factory-Lahore,M-102,Night,OP-002,Brake Disc,193,163,151,12,7.36,Surface Crack,85,106.1,4.11,305284.82,8989.98,78.2
2024-09-24,September,Q3,2024,Factory-Lahore,M-104,Morning,OP-010,Brake Disc,439,374,354,20,5.35,Surface Crack,26,101.3,4.66,746004.44,15957.31,80.6
2024-10-16,October,Q4,2024,Factory-Islamabad,M-101,Night,OP-004,Transmission Kit,392,383,357,26,6.79,Surface Crack,26,118.0,3.12,389001.57,10562.97,91.1
2023-02-01,February,Q1,2023,Factory-Lahore,M-101,Morning,OP-014,Engine Part A,103,93,89,4,4.3,Surface Crack,13,106.6,5.74,170648.97,2935.9,86.4
2024-05-24,May,Q2,2024,Factory-Lahore,M-103,Evening,OP-018,Transmission Kit,459,354,284,70,19.77,Dimensional Error,16,75.4,5.12,470011.56,37176.06,61.9
2024-10-04,October,Q4,2024,Factory-Karachi,M-103,Evening,OP-009,Fuel Pump,389,393,356,37,9.41,Assembly Fault,35,60.7,4.56,697365.26,26262.1,91.5
2024-07-12,July,Q3,2024,Factory-Lahore,M-105,Morning,OP-015,Transmission Kit,234,199,192,7,3.52,Assembly Fault,22,73.2,4.28,262595.04,3694.8,82.1
2023-10-24,October,Q4,2023,Factory-Karachi,M-105,Night,OP-009,Engine Part A,172,160,156,4,2.5,Assembly Fault,59,68.6,4.28,83858.29,838.58,90.7
2024-10-19,October,Q4,2024,Factory-Karachi,M-104,Night,OP-006,Suspension Unit,261,262,244,18,6.87,Surface Crack,88,77.3,3.33,284480.02,7817.77,93.5
2023-11-06,November,Q4,2023,Factory-Lahore,M-105,Evening,OP-004,Brake Disc,300,309,291,18,5.83,Material Defect,41,68.3,5.91,340295.93,7929.23,97.0
2024-05-09,May,Q2,2024,Factory-Islamabad,M-103,Night,OP-011,Transmission Kit,398,406,360,46,11.33,Surface Crack,69,67.8,5.13,786004.76,35621.89,90.5
2023-09-08,September,Q3,2023,Factory-Lahore,M-101,Evening,OP-018,Transmission Kit,304,267,251,16,5.99,Material Defect,29,95.8,2.07,457069.43,10955.97,82.6
2024-12-02,December,Q4,2024,Factory-Karachi,M-105,Night,OP-002,Transmission Kit,163,141,137,4,2.84,Dimensional Error,83,104.8,5.2,132967.03,1508.85,84.0
2024-02-20,February,Q1,2024,Factory-Lahore,M-101,Evening,OP-007,Suspension Unit,144,138,134,4,2.9,Assembly Fault,19,76.4,5.82,139421.97,1616.49,93.1
2023-11-01,November,Q4,2023,Factory-Islamabad,M-104,Morning,OP-011,Engine Part A,481,481,443,38,7.9,Surface Crack,14,96.0,5.45,567062.59,17919.65,92.1
2024-04-09,April,Q2,2024,Factory-Lahore,M-103,Morning,OP-001,Fuel Pump,420,360,281,79,21.94,Surface Crack,12,79.8,4.95,281745.62,24731.0,66.9
2023-03-16,March,Q1,2023,Factory-Karachi,M-105,Evening,OP-001,Fuel Pump,268,250,237,13,5.2,Surface Crack,24,77.3,2.17,181033.63,3765.5,88.4
2024-12-06,December,Q4,2024,Factory-Lahore,M-101,Night,OP-019,Engine Part B,238,243,227,16,6.58,Surface Crack,48,103.5,5.07,222526.18,5860.77,95.4
2023-03-03,March,Q1,2023,Factory-Islamabad,M-103,Morning,OP-008,Suspension Unit,235,225,173,52,23.11,Material Defect,11,100.9,4.36,408133.41,37729.67,73.6
2023-06-11,June,Q2,2023,Factory-Islamabad,M-105,Night,OP-010,Gear Box,123,120,118,2,1.67,Dimensional Error,34,85.6,3.89,101055.48,673.7,95.9
2024-03-26,March,Q1,2024,Factory-Islamabad,M-104,Night,OP-004,Engine Part B,434,327,317,10,3.06,Assembly Fault,69,69.0,2.9,640964.51,7840.54,73.0
2024-03-01,March,Q1,2024,Factory-Lahore,M-104,Night,OP-011,Transmission Kit,285,256,242,14,5.47,Material Defect,56,106.6,5.42,460867.24,10081.47,84.9
2024-05-10,May,Q2,2024,Factory-Islamabad,M-102,Night,OP-017,Exhaust Pipe,372,295,270,25,8.47,Dimensional Error,83,109.4,2.17,285036.25,9662.25,72.6
2024-04-20,April,Q2,2024,Factory-Lahore,M-102,Night,OP-011,Fuel Pump,159,122,114,8,6.56,Assembly Fault,87,100.8,4.91,162297.56,4256.99,71.7
2023-07-28,July,Q3,2023,Factory-Karachi,M-101,Morning,OP-012,Exhaust Pipe,217,198,188,10,5.05,Material Defect,21,117.7,2.21,392142.39,7922.07,86.6
2023-12-15,December,Q4,2023,Factory-Karachi,M-104,Evening,OP-013,Transmission Kit,462,352,339,13,3.69,Material Defect,44,118.2,2.85,549174.16,8112.8,73.4
2024-09-13,September,Q3,2024,Factory-Lahore,M-101,Night,OP-016,Gear Box,260,211,199,12,5.69,Dimensional Error,47,103.0,3.26,219410.8,4991.34,76.5
2023-05-28,May,Q2,2023,Factory-Karachi,M-101,Evening,OP-005,Gear Box,148,140,137,3,2.14,Assembly Fault,28,102.7,5.73,123954.16,1062.46,92.6
2023-11-17,November,Q4,2023,Factory-Lahore,M-102,Morning,OP-013,Engine Part B,141,117,111,6,5.13,Assembly Fault,9,95.5,5.4,125532.44,2575.02,78.7
2023-11-23,November,Q4,2023,Factory-Karachi,M-103,Night,OP-009,Suspension Unit,204,166,134,32,19.28,Dimensional Error,81,65.8,2.05,294972.03,22744.83,65.7
2023-12-20,December,Q4,2023,Factory-Islamabad,M-102,Morning,OP-015,Exhaust Pipe,184,172,156,16,9.3,Dimensional Error,19,61.7,1.61,97792.69,3638.8,84.8
2024-02-13,February,Q1,2024,Factory-Karachi,M-103,Morning,OP-020,Exhaust Pipe,407,365,284,81,22.19,Surface Crack,22,102.1,5.16,575025.28,51043.34,69.8
2023-05-14,May,Q2,2023,Factory-Karachi,M-105,Night,OP-017,Engine Part B,306,234,223,11,4.7,Assembly Fault,36,66.9,4.08,170859.68,3212.75,72.9
2024-01-15,January,Q1,2024,Factory-Lahore,M-102,Evening,OP-017,Transmission Kit,165,148,140,8,5.41,Dimensional Error,12,117.2,2.45,100090.53,2164.12,84.8
2024-06-11,June,Q2,2024,Factory-Karachi,M-102,Morning,OP-018,Fuel Pump,120,123,115,8,6.5,Dimensional Error,14,87.0,4.59,242413.4,6306.69,95.8
2024-07-29,July,Q3,2024,Factory-Karachi,M-104,Night,OP-015,Suspension Unit,341,329,310,19,5.78,Assembly Fault,20,87.5,2.5,354495.49,8188.95,90.9
2023-04-19,April,Q2,2023,Factory-Islamabad,M-104,Morning,OP-015,Engine Part A,293,304,293,11,3.62,Dimensional Error,22,111.1,2.04,592976.51,8582.55,100.0
2023-11-23,November,Q4,2023,Factory-Islamabad,M-101,Night,OP-014,Brake Disc,375,299,284,15,5.02,Dimensional Error,53,105.8,2.1,266750.46,5352.85,75.7
2023-09-05,September,Q3,2023,Factory-Lahore,M-105,Morning,OP-010,Brake Disc,469,461,440,21,4.56,Material Defect,18,94.2,4.48,255866.98,4662.22,93.8
2024-04-22,April,Q2,2024,Factory-Lahore,M-104,Night,OP-009,Transmission Kit,378,323,309,14,4.33,Assembly Fault,43,72.1,4.44,289710.28,5022.84,81.7
2023-05-06,May,Q2,2023,Factory-Islamabad,M-105,Night,OP-018,Exhaust Pipe,146,114,110,4,3.51,Dimensional Error,59,118.9,5.09,117103.79,1643.56,75.3
2023-10-01,October,Q4,2023,Factory-Lahore,M-103,Morning,OP-013,Engine Part B,483,396,321,75,18.94,Dimensional Error,7,88.4,4.68,380316.25,28811.84,66.5
2024-04-05,April,Q2,2024,Factory-Lahore,M-104,Evening,OP-014,Engine Part B,472,401,381,20,4.99,Assembly Fault,33,104.3,5.19,685604.02,13677.89,80.7
2023-09-11,September,Q3,2023,Factory-Lahore,M-105,Evening,OP-020,Gear Box,226,203,193,10,4.93,Material Defect,16,72.5,5.34,160396.77,3160.53,85.4
2023-05-25,May,Q2,2023,Factory-Lahore,M-103,Night,OP-016,Suspension Unit,304,270,221,49,18.15,Material Defect,80,89.3,4.06,281156.42,20409.87,72.7
2023-04-10,April,Q2,2023,Factory-Lahore,M-101,Morning,OP-016,Exhaust Pipe,231,242,236,6,2.48,Assembly Fault,16,73.2,5.16,322609.42,3199.43,102.2
2023-02-21,February,Q1,2023,Factory-Lahore,M-102,Evening,OP-007,Suspension Unit,202,188,182,6,3.19,Surface Crack,41,111.0,2.02,338180.0,4317.19,90.1
2023-10-25,October,Q4,2023,Factory-Lahore,M-101,Morning,OP-020,Engine Part B,154,130,124,6,4.62,Assembly Fault,5,78.5,2.33,103767.88,1915.71,80.5
2024-01-29,January,Q1,2024,Factory-Lahore,M-104,Night,OP-009,Gear Box,399,371,358,13,3.5,Assembly Fault,87,117.0,1.94,705142.52,9883.4,89.7
2024-09-22,September,Q3,2024,Factory-Karachi,M-104,Night,OP-020,Engine Part A,392,406,386,20,4.93,Material Defect,81,73.5,4.48,219297.58,4321.13,98.5
2024-03-04,March,Q1,2024,Factory-Karachi,M-105,Night,OP-008,Transmission Kit,298,263,248,15,5.7,Material Defect,70,67.1,5.1,431980.96,9855.08,83.2
2023-09-12,September,Q3,2023,Factory-Lahore,M-102,Evening,OP-006,Exhaust Pipe,129,110,101,9,8.18,Material Defect,38,118.9,5.53,205343.3,6720.33,78.3
2023-06-13,June,Q2,2023,Factory-Karachi,M-101,Night,OP-015,Fuel Pump,416,336,315,21,6.25,Assembly Fault,82,88.0,2.03,511370.42,12784.26,75.7
2023-12-02,December,Q4,2023,Factory-Islamabad,M-105,Morning,OP-016,Suspension Unit,205,192,187,5,2.6,Assembly Fault,18,60.3,5.85,218115.03,2272.03,91.2
2024-08-14,August,Q3,2024,Factory-Lahore,M-104,Night,OP-002,Transmission Kit,487,441,410,31,7.03,Material Defect,80,72.0,3.06,470879.23,13240.14,84.2
2023-11-17,November,Q4,2023,Factory-Islamabad,M-105,Evening,OP-007,Brake Disc,310,257,243,14,5.45,Material Defect,13,70.1,2.4,317395.86,6916.02,78.4
2023-07-14,July,Q3,2023,Factory-Karachi,M-104,Evening,OP-011,Transmission Kit,365,322,299,23,7.14,Material Defect,34,97.1,5.19,466745.4,13335.58,81.9
2023-06-13,June,Q2,2023,Factory-Islamabad,M-101,Evening,OP-008,Fuel Pump,240,241,225,16,6.64,Surface Crack,30,98.9,4.73,167389.6,4445.2,93.8
2024-05-25,May,Q2,2024,Factory-Karachi,M-103,Morning,OP-006,Suspension Unit,407,384,311,73,19.01,Assembly Fault,13,100.8,4.87,544017.46,41367.99,76.4
2024-06-11,June,Q2,2024,Factory-Karachi,M-102,Night,OP-001,Exhaust Pipe,221,194,177,17,8.76,Material Defect,55,93.2,5.74,321900.0,11283.09,80.1
2024-04-23,April,Q2,2024,Factory-Lahore,M-105,Morning,OP-018,Fuel Pump,210,170,163,7,4.12,Dimensional Error,17,94.8,2.34,239826.46,3950.08,77.6
2024-05-25,May,Q2,2024,Factory-Karachi,M-104,Night,OP-017,Transmission Kit,121,116,111,5,4.31,Assembly Fault,23,88.5,3.56,67633.09,1166.09,91.7
2023-11-12,November,Q4,2023,Factory-Islamabad,M-101,Evening,OP-013,Engine Part A,211,169,157,12,7.1,Dimensional Error,26,110.3,2.91,96133.0,2730.4,74.4
2024-05-24,May,Q2,2024,Factory-Islamabad,M-104,Evening,OP-015,Brake Disc,423,391,375,16,4.09,Assembly Fault,28,115.5,3.6,575387.08,9418.1,88.7
2023-01-24,January,Q1,2023,Factory-Lahore,M-104,Evening,OP-007,Engine Part A,169,172,165,7,4.07,Surface Crack,40,75.9,3.01,123832.24,2015.87,97.6
2023-04-03,April,Q2,2023,Factory-Lahore,M-105,Evening,OP-003,Engine Part B,110,88,85,3,3.41,Assembly Fault,12,89.0,3.9,134032.13,1827.71,77.3
2024-02-07,February,Q1,2024,Factory-Islamabad,M-101,Evening,OP-009,Exhaust Pipe,403,408,389,19,4.66,Surface Crack,40,72.1,2.38,348468.11,6491.07,96.5
2024-06-01,June,Q2,2024,Factory-Karachi,M-104,Morning,OP-007,Exhaust Pipe,264,233,217,16,6.87,Assembly Fault,13,102.3,3.63,322719.72,8864.4,82.2
2024-04-13,April,Q2,2024,Factory-Karachi,M-101,Evening,OP-002,Gear Box,195,190,185,5,2.63,Material Defect,35,111.6,3.62,218323.25,2298.14,94.9
2023-09-04,September,Q3,2023,Factory-Islamabad,M-101,Evening,OP-018,Engine Part B,448,462,429,33,7.14,Dimensional Error,21,74.3,4.73,870251.28,24864.32,95.8
2023-08-09,August,Q3,2023,Factory-Lahore,M-105,Morning,OP-016,Gear Box,336,277,265,12,4.33,Dimensional Error,23,91.3,2.84,417787.35,7239.64,78.9
2024-08-20,August,Q3,2024,Factory-Islamabad,M-102,Evening,OP-015,Transmission Kit,104,88,81,7,7.95,Material Defect,10,89.4,1.8,49922.85,1588.45,77.9
2023-12-28,December,Q4,2023,Factory-Karachi,M-103,Morning,OP-009,Engine Part A,120,107,79,28,26.17,Material Defect,21,72.3,3.92,157100.72,16444.19,65.8
2023-02-19,February,Q1,2023,Factory-Islamabad,M-105,Night,OP-007,Exhaust Pipe,105,85,82,3,3.53,Assembly Fault,64,87.7,3.45,152923.81,2158.92,78.1
2023-02-21,February,Q1,2023,Factory-Islamabad,M-101,Evening,OP-005,Exhaust Pipe,345,277,270,7,2.53,Dimensional Error,10,71.3,5.4,368720.67,3727.14,78.3
2023-10-16,October,Q4,2023,Factory-Islamabad,M-104,Evening,OP-003,Brake Disc,319,286,269,17,5.94,Surface Crack,42,109.7,5.77,569360.46,13537.24,84.3
2024-05-21,May,Q2,2024,Factory-Islamabad,M-105,Night,OP-019,Fuel Pump,210,159,150,9,5.66,Assembly Fault,24,87.7,5.49,183417.74,4152.85,71.4
2024-09-03,September,Q3,2024,Factory-Lahore,M-102,Evening,OP-012,Engine Part A,181,146,132,14,9.59,Material Defect,12,113.9,4.23,203987.54,7824.18,72.9
2024-10-31,October,Q4,2024,Factory-Lahore,M-104,Morning,OP-020,Brake Disc,184,188,179,9,4.79,Surface Crack,17,81.2,5.86,369928.96,7083.75,97.3
2024-11-19,November,Q4,2024,Factory-Karachi,M-104,Night,OP-009,Engine Part B,130,128,119,9,7.03,Assembly Fault,46,115.5,1.62,92026.14,2588.24,91.5
2024-04-26,April,Q2,2024,Factory-Lahore,M-102,Morning,OP-001,Fuel Pump,249,196,189,7,3.57,Material Defect,22,68.4,1.68,391032.84,5586.18,75.9
2023-10-20,October,Q4,2023,Factory-Karachi,M-105,Morning,OP-017,Engine Part A,163,160,157,3,1.88,Assembly Fault,12,114.6,1.75,310576.67,2329.33,96.3
2024-07-03,July,Q3,2024,Factory-Lahore,M-105,Evening,OP-017,Suspension Unit,283,249,236,13,5.22,Dimensional Error,38,113.1,4.14,320750.06,6698.39,83.4
2023-01-09,January,Q1,2023,Factory-Islamabad,M-103,Night,OP-011,Fuel Pump,221,200,179,21,10.5,Dimensional Error,30,92.1,3.69,357868.86,15030.49,81.0
2023-04-21,April,Q2,2023,Factory-Karachi,M-105,Morning,OP-005,Transmission Kit,400,342,323,19,5.56,Material Defect,21,80.6,5.42,358311.54,7962.48,80.8
2024-03-17,March,Q1,2024,Factory-Karachi,M-104,Night,OP-011,Engine Part B,402,306,296,10,3.27,Assembly Fault,85,67.4,3.4,486564.37,6360.32,73.6
2023-05-18,May,Q2,2023,Factory-Karachi,M-103,Evening,OP-004,Suspension Unit,445,440,400,40,9.09,Assembly Fault,28,90.7,2.77,708037.67,25746.82,89.9
2023-09-28,September,Q3,2023,Factory-Islamabad,M-101,Night,OP-009,Gear Box,247,215,207,8,3.72,Material Defect,50,115.0,1.62,408320.43,6077.33,83.8
2024-01-10,January,Q1,2024,Factory-Karachi,M-105,Evening,OP-020,Fuel Pump,457,452,427,25,5.53,Surface Crack,33,111.7,3.79,278750.44,6167.05,93.4
2024-02-17,February,Q1,2024,Factory-Islamabad,M-105,Night,OP-005,Gear Box,328,289,280,9,3.11,Material Defect,77,106.1,3.53,359799.01,4481.93,85.4
2024-01-10,January,Q1,2024,Factory-Karachi,M-103,Evening,OP-010,Gear Box,462,362,316,46,12.71,Dimensional Error,38,68.9,2.8,499629.49,25395.53,68.4
2023-02-16,February,Q1,2023,Factory-Islamabad,M-104,Night,OP-002,Suspension Unit,108,96,90,6,6.25,Assembly Fault,62,113.6,4.2,88926.02,2223.15,83.3
2024-02-15,February,Q1,2024,Factory-Karachi,M-105,Night,OP-009,Transmission Kit,468,469,458,11,2.35,Material Defect,74,68.0,4.55,474336.61,4450.07,97.9
2023-02-22,February,Q1,2023,Factory-Karachi,M-104,Morning,OP-012,Gear Box,400,326,299,27,8.28,Surface Crack,10,106.6,3.44,291855.12,9668.82,74.8
2024-08-06,August,Q3,2024,Factory-Lahore,M-104,Evening,OP-005,Engine Part B,351,278,262,16,5.76,Assembly Fault,33,71.8,1.78,257022.17,5917.06,74.6
2024-07-29,July,Q3,2024,Factory-Karachi,M-101,Night,OP-004,Brake Disc,354,361,341,20,5.54,Dimensional Error,26,63.4,2.77,377896.8,8374.44,96.3
2023-07-19,July,Q3,2023,Factory-Islamabad,M-103,Evening,OP-011,Fuel Pump,286,293,225,68,23.21,Dimensional Error,17,85.4,4.01,572753.85,53170.32,78.7
2024-01-07,January,Q1,2024,Factory-Islamabad,M-102,Evening,OP-014,Suspension Unit,312,281,261,20,7.12,Surface Crack,32,105.5,2.86,479189.11,13642.39,83.7
2024-07-20,July,Q3,2024,Factory-Islamabad,M-101,Night,OP-002,Transmission Kit,250,202,193,9,4.46,Dimensional Error,67,114.6,4.56,270424.09,4819.44,77.2
2023-10-23,October,Q4,2023,Factory-Islamabad,M-101,Night,OP-008,Suspension Unit,214,185,177,8,4.32,Surface Crack,25,106.7,4.27,360433.62,6234.53,82.7
2023-03-17,March,Q1,2023,Factory-Islamabad,M-104,Morning,OP-001,Fuel Pump,145,110,105,5,4.55,Assembly Fault,29,93.1,4.19,70317.71,1278.5,72.4
2024-01-31,January,Q1,2024,Factory-Lahore,M-102,Morning,OP-013,Engine Part A,245,187,173,14,7.49,Material Defect,11,101.2,4.8,291985.97,8743.96,70.6
2024-05-31,May,Q2,2024,Factory-Lahore,M-102,Evening,OP-001,Engine Part A,440,418,397,21,5.02,Surface Crack,45,98.2,3.83,800660.39,16089.83,90.2
2024-04-06,April,Q2,2024,Factory-Islamabad,M-105,Night,OP-010,Brake Disc,245,253,244,9,3.56,Material Defect,32,105.2,3.35,298339.79,4245.15,99.6
2024-07-17,July,Q3,2024,Factory-Lahore,M-102,Night,OP-001,Exhaust Pipe,378,309,288,21,6.8,Material Defect,31,71.1,2.34,509506.16,13850.65,76.2
2023-10-14,October,Q4,2023,Factory-Lahore,M-103,Evening,OP-014,Exhaust Pipe,257,213,193,20,9.39,Dimensional Error,39,98.9,2.37,325109.57,12210.69,75.1
2024-09-30,September,Q3,2024,Factory-Karachi,M-104,Night,OP-008,Transmission Kit,326,302,282,20,6.62,Assembly Fault,86,65.6,4.62,365890.29,9692.46,86.5
2024-11-27,November,Q4,2024,Factory-Karachi,M-103,Night,OP-013,Gear Box,369,326,292,34,10.43,Assembly Fault,52,83.0,4.24,643568.69,26848.26,79.1
2024-09-17,September,Q3,2024,Factory-Karachi,M-102,Morning,OP-014,Fuel Pump,306,258,247,11,4.26,Surface Crack,24,76.7,5.74,371496.24,6335.59,80.7
2023-05-02,May,Q2,2023,Factory-Karachi,M-105,Night,OP-019,Transmission Kit,298,258,246,12,4.65,Dimensional Error,86,63.8,5.54,384918.53,7161.28,82.6
2023-05-12,May,Q2,2023,Factory-Lahore,M-102,Night,OP-005,Gear Box,236,204,190,14,6.86,Material Defect,43,114.2,2.52,165583.36,4545.43,80.5
2023-04-10,April,Q2,2023,Factory-Karachi,M-105,Evening,OP-003,Engine Part A,204,184,177,7,3.8,Material Defect,29,102.4,5.95,357970.5,5447.38,86.8
2024-02-08,February,Q1,2024,Factory-Karachi,M-105,Morning,OP-011,Engine Part A,267,247,236,11,4.45,Assembly Fault,15,100.5,3.52,271475.65,4836.0,88.4
2024-01-18,January,Q1,2024,Factory-Islamabad,M-104,Night,OP-001,Transmission Kit,127,129,123,6,4.65,Material Defect,36,115.0,4.37,157182.15,2924.32,96.9
2023-12-14,December,Q4,2023,Factory-Islamabad,M-103,Night,OP-009,Exhaust Pipe,209,217,162,55,25.35,Material Defect,41,88.0,3.15,143449.23,14543.24,77.5
2024-07-25,July,Q3,2024,Factory-Karachi,M-103,Morning,OP-006,Exhaust Pipe,121,92,82,10,10.87,Surface Crack,26,90.6,3.49,108916.01,4735.48,67.8
2024-01-10,January,Q1,2024,Factory-Lahore,M-103,Morning,OP-011,Engine Part A,142,133,119,14,10.53,Assembly Fault,21,80.9,5.75,70829.56,2982.3,83.8
